City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
158,Cabo San Lucas,MX,2021-07-24 22:26:38,22.8909,-109.9124,96.51,57,20,11.01,few clouds
159,Placer,US,2021-07-24 22:26:39,39.0666,-120.7677,96.49,15,0,3.0,clear sky
160,Opuwo,NA,2021-07-24 22:26:39,-18.0607,13.84,57.51,15,0,7.96,clear sky
161,Bambous Virieux,MU,2021-07-24 22:26:39,-20.3428,57.7575,70.05,83,40,11.5,light rain
162,Lavrentiya,RU,2021-07-24 22:26:00,65.5833,-171.0,44.82,98,100,11.34,light rain
163,Ciudad Bolivar,VE,2021-07-24 22:26:40,8.1222,-63.5497,81.55,80,100,3.04,overcast clouds
164,Caravelas,BR,2021-07-24 22:26:40,-17.7125,-39.2481,72.19,62,85,9.33,overcast clouds
165,Pevek,RU,2021-07-24 22:26:40,69.7008,170.3133,36.97,90,93,12.06,overcast clouds
166,Samarai,PG,2021-07-24 22:26:41,-10.6167,150.6667,79.57,86,94,11.92,overcast clouds
167,Namibe,AO,2021-07-24 22:26:41,-15.1961,12.1522,65.5,84,0,5.97,clear sky
168,Tura,IN,2021-07-24 22:26:41,25.5198,90.2201,75.18,95,96,4.94,overcast clouds
169,Cidreira,BR,2021-07-24 22:26:41,-30.1811,-50.2056,61.0,73,1,6.96,clear sky
170,Izberbash,RU,2021-07-24 22:26:41,42.5696,47.8645,73.45,71,72,5.17,broken clouds
171,Mumford,GH,2021-07-24 22:26:42,5.2618,-0.759,74.52,84,10,9.95,clear sky
172,Omboue,GA,2021-07-24 22:26:42,-1.5746,9.2618,73.69,75,76,6.42,broken clouds
173,Canutama,BR,2021-07-24 22:26:42,-6.5339,-64.3831,82.49,62,99,1.74,overcast clouds
174,Isangel,VU,2021-07-24 22:26:42,-19.55,169.2667,82.51,74,40,5.75,scattered clouds
175,Hervey Bay,AU,2021-07-24 22:26:43,-25.2986,152.8535,60.91,54,0,8.9,clear sky
176,San Jeronimo,PE,2021-07-24 22:26:43,-11.9472,-75.2829,59.74,35,37,7.7,scattered clouds
177,Chimoio,MZ,2021-07-24 22:26:43,-19.1164,33.4833,55.26,88,75,4.52,drizzle
178,Praia Da Vitoria,PT,2021-07-24 22:26:43,38.7333,-27.0667,75.45,78,20,13.98,few clouds
179,Lebu,CL,2021-07-24 22:26:44,-37.6167,-73.65,51.22,80,99,17.67,overcast clouds
180,Annau,TM,2021-07-24 22:26:44,37.8876,58.516,92.7,38,0,20.71,clear sky
181,Berlevag,NO,2021-07-24 22:26:44,70.8578,29.0864,45.1,87,100,25.93,overcast clouds
182,Acapulco,MX,2021-07-24 22:22:37,16.8634,-99.8901,85.82,79,20,12.66,few clouds
183,Menzelinsk,RU,2021-07-24 22:26:44,55.7271,53.1026,56.44,73,76,7.52,broken clouds
184,Ulladulla,AU,2021-07-24 22:26:44,-35.35,150.4667,50.88,55,31,14.67,scattered clouds
185,Kaitangata,NZ,2021-07-24 22:26:45,-46.2817,169.8464,43.93,53,83,4.09,broken clouds
186,Marsa Matruh,EG,2021-07-24 22:26:45,31.3525,27.2453,77.29,66,0,8.01,clear sky
187,Toora-Khem,RU,2021-07-24 22:26:45,52.4675,96.11,59.02,97,100,1.25,overcast clouds
188,Flin Flon,CA,2021-07-24 22:26:45,54.7682,-101.865,71.44,56,90,16.11,smoke
189,Castro,BR,2021-07-24 22:26:45,-24.7911,-50.0119,55.56,71,0,3.56,clear sky
190,East London,ZA,2021-07-24 22:22:20,-33.0153,27.9116,55.02,68,0,14.43,clear sky
191,Bathsheba,BB,2021-07-24 22:26:46,13.2167,-59.5167,81.21,83,40,10.36,scattered clouds
192,Sangar,RU,2021-07-24 22:26:46,63.9242,127.4739,64.17,62,1,9.51,clear sky
193,Vaitape,PF,2021-07-24 22:26:46,-16.5167,-151.75,77.61,72,52,10.45,light rain
194,Dourados,BR,2021-07-24 22:26:47,-22.2211,-54.8056,74.86,35,0,8.57,clear sky
195,Jurm,AF,2021-07-24 22:26:47,36.8648,70.8342,70.56,32,6,1.45,clear sky
196,Santa Isabel,BR,2021-07-24 22:26:47,-23.3156,-46.2214,71.38,50,0,1.03,clear sky
197,Codajas,BR,2021-07-24 22:26:47,-3.8367,-62.0569,82.36,65,87,1.61,overcast clouds
198,Olga,RU,2021-07-24 22:26:48,43.7444,135.2892,75.94,86,25,1.5,scattered clouds
199,Provideniya,RU,2021-07-24 22:26:48,64.3833,-173.3,47.35,98,100,13.73,light rain
