City_ID,City,Country,Max Temp,Lat,Lng,Current Weather,Hotel Name
113,Yellowknife,CA,66.72,62.456,-114.3525,smoke,The Explorer Hotel
114,Les Cayes,HT,86.14,18.2,-73.75,overcast clouds,Villa Orphee
115,Klaksvik,FO,54.52,62.2266,-6.589,broken clouds,Airbnb rooms
116,Palmer,US,82.49,42.1584,-72.3287,broken clouds,Wedgewood Motel
118,Souillac,MU,70.18,-20.5167,57.5167,scattered clouds,Shanti Maurice Resort & Spa
120,Port Augusta,AU,48.7,-32.5,137.7667,broken clouds,Majestic Oasis Apartments
121,Namatanai,PG,78.01,-3.6667,152.4333,broken clouds,Seagulls Inn Namatani
122,Longyearbyen,SJ,49.84,78.2186,15.6401,broken clouds,"Radisson Blu Polar Hotel, Spitsbergen"
123,Raudeberg,NO,64.0,61.9875,5.1352,overcast clouds,Nordre Silda.
124,Mareeba,AU,61.52,-17.0,145.4333,scattered clouds,Trinity Plains Tourist Park
125,Fort Frances,CA,74.16,48.5999,-93.4003,broken clouds,LA PLACE RENDEZ-VOUS
126,Margate,GB,77.88,51.3813,1.3862,clear sky,Premier Inn Margate hotel
127,Mount Isa,AU,53.37,-20.7333,139.5,overcast clouds,ibis Styles Mt Isa Verona
128,Portland,US,69.01,45.5234,-122.6762,scattered clouds,Embassy Suites by Hilton Portland Downtown
129,Ribeira Grande,PT,75.6,38.5167,-28.7,scattered clouds,Quinta da Meia Eira
130,Kashipur,IN,81.66,29.2167,78.95,scattered clouds,Anand Villa Homestay
131,Cairns,AU,66.15,-16.9167,145.7667,overcast clouds,Mantra Trilogy Cairns
132,Canalete,CO,87.15,8.6761,-76.2042,broken clouds,Gomez Hernandez
133,Hualmay,PE,68.27,-11.0964,-77.6139,scattered clouds,Hotel Villa Kitzia Huacho
